5,5,-5,5,-5,-5,5,-5
3,3,-3,3,-3,-3,3,-3
1.8,1.8,-1.8,1.8,-1.8,-1.8,1.8,-1.8
1.08,1.08,-1.08,1.08,-1.08,-1.08,1.08,-1.08
0.648,0.648,-0.648,0.648,-0.648,-0.648,0.648,-0.648
0.3888,0.3888,-0.3888,0.3888,-0.3888,-0.3888,0.3888,-0.3888
0.23328,0.23328,-0.23328,0.23328,-0.23328,-0.23328,0.23328,-0.23328
0.139968,0.139968,-0.139968,0.139968,-0.139968,-0.139968,0.139968,-0.139968
0.0839808,0.0839808,-0.0839808,0.0839808,-0.0839808,-0.0839808,0.0839808,-0.0839808
0.05038848,0.05038848,-0.05038848,0.05038848,-0.05038848,-0.05038848,0.05038848,-0.05038848
0.030233088,0.030233088,-0.030233088,0.030233088,-0.030233088,-0.030233088,0.030233088,-0.030233088
0.0181398528,0.0181398528,-0.0181398528,0.0181398528,-0.0181398528,-0.0181398528,0.0181398528,-0.0181398528
0.01088391168,0.01088391168,-0.01088391168,0.01088391168,-0.01088391168,-0.01088391168,0.01088391168,-0.01088391168
0.006530347008,0.00653034700799999,-0.006530347008,0.00653034700799999,-0.006530347008,-0.006530347008,0.006530347008,-0.006530347008
0.0039182082048,0.00391820820479999,-0.0039182082048,0.00391820820479999,-0.0039182082048,-0.0039182082048,0.0039182082048,-0.0039182082048
0.00235092492288,0.00235092492287999,-0.00235092492288,0.00235092492287999,-0.00235092492288,-0.00235092492288,0.00235092492288,-0.00235092492288
0.001410554953728,0.00141055495372799,-0.001410554953728,0.00141055495372799,-0.001410554953728,-0.00141055495372801,0.001410554953728,-0.00141055495372801
0.000846332972236799,0.000846332972236794,-0.000846332972236799,0.000846332972236794,-0.000846332972236799,-0.000846332972236806,0.000846332972236799,-0.000846332972236806
0.00050779978334208,0.000507799783342074,-0.00050779978334208,0.000507799783342074,-0.00050779978334208,-0.000507799783342086,0.00050779978334208,-0.000507799783342086
0.000304679870005248,0.000304679870005242,-0.000304679870005248,0.000304679870005242,-0.000304679870005248,-0.000304679870005254,0.000304679870005248,-0.000304679870005254
0.000182807922003149,0.000182807922003143,-0.000182807922003149,0.000182807922003143,-0.000182807922003149,-0.000182807922003155,0.000182807922003149,-0.000182807922003155
0.000109684753201889,0.000109684753201883,-0.000109684753201889,0.000109684753201883,-0.000109684753201889,-0.000109684753201895,0.000109684753201889,-0.000109684753201895
6.58108519211335e-05,6.58108519211274e-05,-6.58108519211335e-05,6.58108519211274e-05,-6.58108519211335e-05,-6.58108519211396e-05,6.58108519211335e-05,-6.58108519211396e-05
3.94865111526801e-05,3.9486511152674e-05,-3.94865111526801e-05,3.9486511152674e-05,-3.94865111526801e-05,-3.94865111526862e-05,3.94865111526801e-05,-3.94865111526862e-05
2.36919066916081e-05,2.3691906691602e-05,-2.36919066916081e-05,2.3691906691602e-05,-2.36919066916081e-05,-2.36919066916141e-05,2.36919066916081e-05,-2.36919066916141e-05
1.42151440149648e-05,1.42151440149588e-05,-1.42151440149648e-05,1.42151440149588e-05,-1.42151440149648e-05,-1.42151440149709e-05,1.42151440149648e-05,-1.42151440149709e-05
8.5290864089789e-06,8.52908640897283e-06,-8.5290864089789e-06,8.52908640897283e-06,-8.5290864089789e-06,-8.52908640898497e-06,8.5290864089789e-06,-8.52908640898497e-06
5.11745184538734e-06,5.11745184538127e-06,-5.11745184538734e-06,5.11745184538127e-06,-5.11745184538734e-06,-5.11745184539341e-06,5.11745184538734e-06,-5.11745184539341e-06
